"ID","Tipo","Epica","Nombre de la epica","Modulo","Titulo","Rol","Historia","Criterios de aceptacion","Reglas de negocio","Puntos","Release","Sprint","Depende de (HU)","Modulos requeridos","Habilitadora","Fundamento (OBL-ID)","Requiere contenido","Requiere validacion legal","Preguntas pendientes","Referencia ficha"
"HU-005-04","Historia","EP-005","Plan de Cumplimiento","MOD-005","Asignar el responsable y calcular la fecha limite de cada accion del plan","Administrador de la organizacion","Como Administrador de la organizacion, quiero asignar o reasignar quien ejecuta cada accion del plan y que el sistema calcule automaticamente su fecha limite con el motor de plazos habiles, para convertir cada accion en un compromiso de trabajo real, con alguien especifico y una fecha concreta, en lugar de una lista sin dueno de tarea asignado.","1. Dado que se crea una AccionDelPlan, cuando el sistema la precarga, entonces sugiere un Responsable asignado por defecto segun el rol tipicamente responsable de esa obligacion, tomado del catalogo de usuarios activos de MOD-001.
2. Dado que quiero reasignar el Responsable asignado de una accion, cuando selecciono un usuario que no tiene acceso al Modulo de ejecucion de esa accion, entonces el sistema no permite guardar la asignacion y me indica el motivo.
3. Dado que una version del plan pasa a Vigente, cuando el sistema calcula la Fecha objetivo / limite de cada accion Pendiente, entonces usa el motor de plazos habiles compartido (MOD-023): si la obligacion tiene un plazo legal propio ya vencido, cuenta desde la fecha de generacion mas los dias habiles por defecto del nivel de la accion; si no tiene plazo legal propio, usa igualmente los dias habiles por defecto de su nivel.
4. Dado que edito manualmente la Fecha objetivo / limite de una accion, cuando la fecha que ingreso es anterior a la fecha de generacion del plan, entonces el sistema rechaza el cambio y muestra el motivo.
5. Dado que cambio el Responsable asignado o la Fecha objetivo / limite de una accion, cuando guardo el cambio, entonces el sistema actualiza el campo Fecha de ultima revision y registra en el historial el valor anterior y el nuevo.
6. Dado que soy Responsable Legal / Compliance, cuando reasigno el responsable de una accion por un criterio legal, entonces el sistema permite el cambio, igual que a Administrador de la organizacion y a Delegado de Proteccion de Datos, segun la seccion C.
7. Dado que una accion no tiene Responsable asignado, cuando intento pasarla a En curso, entonces el sistema no permite la transicion, porque ese campo es obligatorio antes de llegar a ese estado.","- Responsable asignado obligatorio antes de pasar a En curso, con sugerencia de valor por defecto (seccion D).
- Fecha objetivo / limite calculada por el motor de plazos habiles compartido, nunca por un calculo local del modulo (seccion D, seccion G.2 regla 2, seccion P riesgo de calendario).","5","R1","15","HU-005-01, HU-005-03","MOD-023, MOD-001","No","","","No","","MOD-005 seccion D (Responsable asignado, Fecha objetivo / limite), seccion G.2 regla 2, seccion C"
"HU-005-05","Historia","EP-005","Plan de Cumplimiento","MOD-005","Consultar el plan de cumplimiento agrupado por prioridad y filtrable","Administrador de la organizacion","Como Administrador de la organizacion, quiero ver todas las acciones del plan vigente agrupadas por Nivel de prioridad y poder filtrarlas por modulo de ejecucion, responsable y estado, para dar seguimiento al avance sin perderme entre docenas de acciones ni tener que revisarlas una por una.","1. Dado que existe una version Vigente del plan, cuando la abro como Administrador de la organizacion, entonces veo primero las acciones en nivel Critica, luego Importante y luego Recomendada, cada grupo en su propia vista.
2. Dado que estoy viendo el plan, cuando aplico un filtro por Modulo de ejecucion, por Responsable asignado o por Estado, entonces la lista muestra unicamente las acciones que cumplen ese filtro, combinables entre si.
3. Dado que soy Responsable de area (RRHH, Marketing, Operaciones, etc.), Responsable ARCO-POL / Responsable del tramite, Responsable de Seguridad / IT o Usuario de consulta / Colaborador, cuando abro el plan, entonces veo unicamente las acciones que tengo asignadas, sin acceso al resto del plan, segun la seccion C.
4. Dado que soy Auditor (interno), cuando abro el plan, entonces puedo ver el plan completo y su version, pero el sistema no me ofrece ninguna accion de crear, modificar, aprobar, descartar o adjuntar evidencia.
5. Dado que soy Auditor externo (invitado), cuando se me concede acceso, entonces veo el plan y la evidencia enlazada solo mientras dura la invitacion y dentro del alcance concedido.
6. Dado que soy Asesor externo invitado, cuando abro el modulo, entonces solo veo el fundamento normativo y el estado de la accion puntual para la que fui invitado, no el resto del plan.
7. Dado que no existe todavia ninguna version del plan para mi organizacion, cuando intento abrirlo, entonces el sistema me indica que aun no hay un plan generado, en lugar de mostrar una lista vacia sin explicacion.
8. Dado que la vista del plan muestra cualquier indicador de avance, cuando se presenta ese indicador, entonces el sistema lo expresa siempre como avance del plan o evidencia disponible, y nunca como un porcentaje de cumplimiento legal.","- Permisos de Ver plan completo por rol (seccion C).
- Mitigacion de sobrecarga visual: agrupacion por prioridad mostrando primero las Criticas, con Importantes y Recomendadas en vistas separadas (seccion P).
- El indicador de avance nunca se expresa como porcentaje de cumplimiento legal (seccion M, apertura).","3","R1","15","HU-005-01, HU-005-03, HU-005-04","","No","","","No","","MOD-005 seccion C (Ver plan completo), seccion P (sobrecarga visual), seccion M (apertura)"
"HU-005-06","Historia","EP-005","Plan de Cumplimiento","MOD-005","Enviar una version del plan a revision","Administrador de la organizacion","Como Administrador de la organizacion, quiero enviar el borrador del plan a revision cuando considere que esta completo, para que el Aprobador pueda confirmarlo formalmente antes de que se convierta en el compromiso oficial de mi empresa.","1. Dado que una version del plan esta en estado Generado y tiene al menos una AccionDelPlan por cada obligacion aplicable, cuando la envio a revision como Administrador de la organizacion o como Delegado de Proteccion de Datos, entonces el sistema cambia su estado a En revision y notifica al Aprobador.
2. Dado que a una version del plan en estado Generado le falta una accion para alguna obligacion aplicable, cuando intento enviarla a revision, entonces el sistema no permite el cambio de estado y me indica que obligacion quedo sin accion.
3. Dado que no soy Administrador de la organizacion ni Delegado de Proteccion de Datos, cuando intento enviar el plan a revision, entonces el sistema me niega la accion, segun la seccion C.
4. Dado que una version del plan pasa a En revision, cuando reviso el historial, entonces encuentro el evento con el usuario y la fecha del envio.
5. Dado que una version del plan lleva mas de 2 dias habiles en estado Generado o En revision, cuando se cumple ese plazo, entonces el sistema solicita a MOD-022 la alerta Plan pendiente de aprobacion hacia el Aprobador y el Administrador, sin bloquear el envio ni la aprobacion.","- Transicion Generado a En revision: el borrador debe tener al menos una accion por cada obligacion aplicable (seccion F.1).
- Alerta Plan pendiente de aprobacion tras 2 dias habiles en Generado o En revision (seccion I).","3","R1","15","HU-005-01","MOD-022","No","","","No","","MOD-005 seccion F.1, seccion I (Plan pendiente de aprobacion)"
"HU-005-07","Historia","EP-005","Plan de Cumplimiento","MOD-005","Aprobar o rechazar una version del plan como Vigente","Aprobador","Como Aprobador, quiero aprobar formalmente una version del plan que esta en revision, o rechazarla con un motivo, con doble control frente a quien la propuso, para que el plan solo se convierta en el compromiso oficial de la empresa cuando una persona con esa responsabilidad lo confirme de forma explicita, nunca de manera automatica.","1. Dado que una version del plan esta En revision, cuando la apruebo como Aprobador, entonces el sistema la cambia a Vigente, congela un snapshot con hash de integridad, y registra el evento de auditoria plan aprobado con mi usuario, mi rol y la fecha.
2. Dado que soy la misma persona que genero o envio a revision el borrador y ademas ocupo el rol Aprobador, cuando voy a confirmar la aprobacion, entonces el sistema muestra una advertencia visible de autorrevision antes de permitirme continuar.
3. Dado que estoy a punto de aprobar una version como Vigente, cuando el sistema me presenta la confirmacion, entonces incluye el texto Requiere validacion de la organizacion o asesoria especializada, porque publicar el plan nunca ocurre de forma automatica.
4. Dado que una version del plan esta En revision, cuando la rechazo registrando un motivo, entonces el sistema la regresa a estado Generado como borrador editable y notifica a quien la genero, con el motivo visible.
5. Dado que intento rechazar una version sin registrar un motivo, cuando confirmo el rechazo, entonces el sistema no permite guardar la accion.
6. Dado que no ocupo el rol Aprobador, cuando intento aprobar o rechazar una version del plan, entonces el sistema me niega la accion aunque sea Administrador de la organizacion o Delegado de Proteccion de Datos, segun la seccion C.
7. Dado que una version del plan pasa a Vigente, cuando reviso la evidencia del modulo, entonces encuentro el registro de aprobacion (usuario, rol, fecha) disponible para la auditoria anual de cumplimiento.","- Aprobar congela snapshot con hash, crea tareas en MOD-021 y notifica a cada responsable (seccion F.1).
- Quien genera o propone el plan nunca es quien lo aprueba; advertencia de autorrevision cuando la misma persona ocupa ambos roles (seccion C, separacion de funciones).
- Aprobar una version como Vigente nunca es automatico (seccion H, decision 2).","8","R1","15","HU-005-06","MOD-001, MOD-022","No","OBL-PLAZO-03","","No","","MOD-005 seccion F.1, seccion H decision 2, seccion J"
"HU-005-08","Historia","EP-005","Plan de Cumplimiento","MOD-005","Archivar manualmente una version del plan","Administrador de la organizacion","Como Administrador de la organizacion, quiero archivar una version del plan en un caso excepcional, registrando el motivo, para retirarla de circulacion sin perder nunca su historial, cuando una situacion fuera de lo normal lo justifique.","1. Dado que una version del plan esta en estado Generado, En revision o Vigente, cuando la archivo como Administrador de la organizacion sin registrar un motivo, entonces el sistema no permite guardar la accion.
2. Dado que archivo una version registrando el motivo, cuando confirmo la accion, entonces el sistema la cambia a Archivada, deja de generar tareas nuevas a partir de ella, y registra el evento de auditoria con mi usuario, la fecha y el motivo.
3. Dado que no soy Administrador de la organizacion, cuando intento archivar una version del plan, entonces el sistema me niega la accion, segun la seccion C.
4. Dado que una version pasa a Archivada, cuando busco una opcion para eliminarla, entonces el sistema no ofrece ninguna, porque ninguna version del plan se borra.
5. Dado que una version Vigente se archiva manualmente, cuando reviso sus AccionDelPlan en estado Completada o Descartada, entonces el sistema las conserva vinculadas a esa version archivada como evidencia historica, sin perderlas ni duplicarlas.","- Archivar manualmente exige justificacion obligatoria y es exclusivo del Administrador (seccion F.1, seccion C).
- Ninguna version del plan se elimina, solo se archiva, preservando el historial completo (seccion C, seccion P).","2","R1","15","HU-005-01","","No","OBL-PLAZO-03","","No","","MOD-005 seccion F.1 (Archivar manualmente), seccion C"
"HU-005-09","Historia","EP-005","Plan de Cumplimiento","MOD-005","Crear automaticamente una tarea por cada accion pendiente al aprobar el plan","Administrador de la organizacion","Como Administrador de la organizacion, quiero que cada accion en estado Pendiente de la version recien aprobada genere automaticamente su tarea equivalente en el Centro de Tareas (MOD-021), para que cada responsable vea su trabajo pendiente en un solo lugar, sin tener que capturarlo de nuevo a mano.","1. Dado que una version del plan pasa a Vigente, cuando el sistema procesa esa aprobacion, entonces crea en MOD-021 una tarea por cada AccionDelPlan en estado Pendiente, con el mismo Responsable asignado y la misma Fecha objetivo / limite, enlazada de vuelta a la accion.
2. Dado que una AccionDelPlan de la version aprobada no esta en estado Pendiente (por ejemplo ya esta Descartada), cuando el sistema crea las tareas de esa version, entonces no genera ninguna tarea para esa accion.
3. Dado que la creacion de tareas termina, cuando reviso el plan, entonces cada accion Pendiente muestra el enlace a su tarea equivalente en MOD-021.
4. Dado que una version ya aprobada anteriormente vuelve a aprobarse tras un recalculo (v+1), cuando el sistema crea las tareas de la nueva version, entonces no duplica una tarea para una accion que se preservo sin cambios desde la version anterior y que ya tenia su tarea activa.
5. Dado que se crearon las tareas de una version, cuando reviso el historial del plan, entonces encuentro el numero de tareas creadas junto con el evento de aprobacion de esa version.","- Version aprobada como Vigente, accion en estado Pendiente: crear una tarea equivalente en MOD-021 con el mismo responsable y fecha limite, enlazada de vuelta (seccion G.2 regla 3, seccion E).","3","R1","15","HU-005-07","MOD-021","No","","","No","","MOD-005 seccion E, seccion G.2 regla 3, seccion F.1"
"HU-005-10","Historia","EP-005","Plan de Cumplimiento","MOD-005","Avanzar el estado de una accion entre Pendiente, En curso, Completada y Vencida","Responsable de area (RRHH, Marketing, Operaciones, etc.)","Como Responsable de area (RRHH, Marketing, Operaciones, etc.), quiero iniciar el trabajo de una accion asignada a mi area, completarla con evidencia cuando termine, y que quede marcada si se vence, para dar seguimiento real al trabajo que me corresponde dentro del plan de cumplimiento.","1. Dado que una accion esta en estado Pendiente y tiene Responsable asignado, cuando inicio el trabajo, entonces el sistema la cambia a En curso y registra la Fecha de inicio real.
2. Dado que una accion esta En curso, cuando la completo adjuntando o referenciando la Evidencia adjunta o referenciada exigida, entonces el sistema la cambia a Completada y actualiza el indicador de avance del plan.
3. Dado que la obligacion relacionada de la accion esta clasificada OBLIGATORIO, cuando intento completarla sin ninguna Evidencia adjunta o referenciada, entonces el sistema no permite el cambio a Completada.
4. Dado que estoy a punto de marcar una accion como Completada, cuando confirmo la evidencia, entonces el sistema me exige declarar explicitamente que la evidencia cargada satisface la tarea y muestra el texto Requiere validacion de la organizacion o asesoria especializada.
5. Dado que una accion Pendiente o En curso llega a su Fecha objetivo / limite sin llegar a Completada ni a Descartada, cuando el sistema evalua la fecha, entonces la cambia automaticamente a Vencida y solicita a MOD-022 la alerta correspondiente (WARNING para Importante o Recomendada, HIGH para Critica).
6. Dado que una accion Vencida se completa despues de su fecha limite, cuando la marco Completada, entonces el sistema la deja registrada como completada con retraso, sin perder la fecha limite original.
7. Dado que el numero de acciones en nivel Critica y estado Vencida alcanza el umbral configurado, cuando se cruza ese umbral, entonces el sistema solicita a MOD-022 la alerta CRITICAL hacia Administrador de la organizacion y Gerencia (via Aprobador).
8. Dado que una accion cambia de estado, cuando el cambio se guarda (manual o automatico), entonces el sistema lo registra en el historial con el estado anterior, el nuevo, el usuario o Sistema, y la fecha.","- Transiciones de estado de AccionDelPlan (seccion F.2): Pendiente a En curso, En curso a Completada, Pendiente/En curso a Vencida.
- Declarar Completada exige declaracion explicita de que la evidencia satisface la tarea; el sistema no lo infiere solo por adjuntar un archivo (seccion H, decision 3).
- Alertas de vencimiento y escalamiento por nivel de prioridad (seccion I, seccion G.2 reglas 4 a 7).","8","R1","16","HU-005-04, HU-005-07","MOD-023, MOD-022","No","OBL-PLAZO-03","","No","","MOD-005 seccion F.2, seccion H decision 3, seccion G.2 reglas 4 a 7, seccion I"
"HU-005-11","Historia","EP-005","Plan de Cumplimiento","MOD-005","Descartar una accion como no aplica con justificacion y validacion reforzada","Delegado de Proteccion de Datos (o Responsable interno, si aplica el estado FUTURO)","Como Delegado de Proteccion de Datos (o Responsable interno, si aplica el estado FUTURO), quiero marcar una accion como Descartada cuando no aplique a mi empresa, registrando el motivo y, si la obligacion es OBLIGATORIO, con la validacion de una segunda persona, para dejar constancia de por que esa obligacion no se ejecuta, sin que desaparezca del plan sin que nadie lo note.","1. Dado que una accion esta en estado Pendiente, En curso o Vencida, cuando la marco como Descartada sin diligenciar la Justificacion de descarte, entonces el sistema no permite guardar el cambio y exige un texto de al menos 20 caracteres.
2. Dado que la obligacion relacionada de la accion no esta clasificada OBLIGATORIO en la matriz, cuando registro la justificacion de descarte como Delegado de Proteccion de Datos o como Administrador de la organizacion, entonces el sistema cambia la accion a Descartada de inmediato.
3. Dado que la obligacion relacionada de la accion si esta clasificada OBLIGATORIO, cuando propongo el descarte con justificacion, entonces el sistema exige ademas la validacion de un segundo usuario (Responsable Legal / Compliance o Delegado de Proteccion de Datos, distinto de quien propuso) antes de cambiar la accion a Descartada, y muestra el texto Requiere validacion de la organizacion o asesoria especializada.
4. Dado que soy la misma persona que propuso el descarte de una accion ligada a una obligacion OBLIGATORIO, cuando intento validarlo yo mismo, entonces el sistema no lo permite.
5. Dado que una accion queda Descartada y su obligacion relacionada no tiene ninguna otra accion viva en el plan, cuando el sistema detecta esa situacion, entonces alerta a Responsable Legal / Compliance.
6. Dado que soy Responsable de area (RRHH, Marketing, Operaciones, etc.) o Responsable de Seguridad / IT, cuando propongo el descarte de una accion, entonces el sistema exige la validacion de Responsable Legal / Compliance antes de completarlo si la obligacion es OBLIGATORIO, segun la seccion C.
7. Dado que una accion queda Descartada, cuando reviso su historial, entonces encuentro el evento de auditoria con el motivo, quien lo registro y, cuando aplica, quien lo valido.
8. Dado que soy Auditor (interno) o Auditor externo (invitado), cuando reviso el plan, entonces no tengo ninguna opcion de descartar una accion, porque ese rol es siempre de solo lectura.","- Transicion a Descartada: justificacion obligatoria y, si la obligacion es OBLIGATORIO, validacion de un segundo usuario (seccion F.2, seccion C).
- Descartar una accion ligada a una obligacion OBLIGATORIO nunca es una decision de una sola persona (seccion H, decision 4).","5","R1","16","HU-005-10","MOD-001","No","","","No","","MOD-005 seccion F.2, seccion C, seccion H decision 4, seccion D (Justificacion de descarte)"
"HU-005-12","Historia","EP-005","Plan de Cumplimiento","MOD-005","Recalcular manualmente el plan bajo demanda","Administrador de la organizacion","Como Administrador de la organizacion, quiero solicitar un recalculo del plan cuando lo considere necesario, sin perder el trabajo ya completado, para mantener el plan actualizado aunque el recalculo automatico por cambio de diagnostico o de normativa todavia no exista en esta version del producto.","1. Dado que existe una version Vigente del plan, cuando solicito su recalculo como Administrador de la organizacion o como Delegado de Proteccion de Datos, entonces el sistema la pasa a estado Recalculando.
2. Dado que el plan esta en Recalculando, cuando el motor de priorizacion termina de aplicar sus reglas sobre las obligaciones aplicables vigentes segun MOD-004, entonces el sistema genera una nueva version en estado Generado (v+1).
3. Dado que se genera la nueva version (v+1), cuando el sistema la crea, entonces cambia la version Vigente anterior a Archivada.
4. Dado que una AccionDelPlan ya esta Completada o Descartada y su obligacion sigue aplicando, cuando el plan se recalcula, entonces esa accion se preserva y se re-vincula a la nueva version, sin perderse ni duplicarse.
5. Dado que no soy Administrador de la organizacion ni Delegado de Proteccion de Datos, cuando intento solicitar el recalculo del plan, entonces el sistema me niega la accion, segun la seccion C.
6. Dado que solicito el recalculo del plan, cuando confirmo la accion, entonces el sistema registra en el historial el motivo del recalculo y la version anterior archivada.
7. Dado que la nueva version (v+1) queda en estado Generado, cuando la reviso, entonces todavia no genera tareas nuevas en MOD-021 ni es el compromiso oficial de la empresa, hasta que se repita el flujo de envio a revision y aprobacion.","- Recalculo manual: un usuario con permiso lo solicita; la version Vigente pasa a Recalculando y luego a Generado (v+1); la version Vigente anterior pasa a Archivada (seccion F.1).
- El mantenimiento continuo de la adecuacion no tiene un articulo especifico que obligue a recalcular, pero si respalda la obligacion continua de OBL-PLAZO-03 (seccion R.5).","8","R1","16","HU-005-07, HU-005-09, HU-005-10","MOD-004","No","OBL-PLAZO-03","","No","","MOD-005 seccion F.1, seccion C (Generar o recalcular el plan), seccion R.5"
"HU-005-13","Historia","EP-005","Plan de Cumplimiento","MOD-005","Exportar el plan con verificacion de integridad","Administrador de la organizacion","Como Administrador de la organizacion, quiero exportar la version vigente del plan o una version archivada como Plan de adecuacion, con un hash de integridad verificable de forma independiente, para contar con la prueba concreta y verificable de que mi empresa esta ejecutando su adecuacion, lista para una auditoria o un requerimiento de la ACE.","1. Dado que existe una version Vigente o una version Archivada del plan, cuando la exporto como Administrador de la organizacion, Delegado de Proteccion de Datos, Responsable Legal / Compliance o Aprobador, entonces el sistema genera el documento usando el servicio comun de exportacion con verificacion de integridad de EP-000 y produce un archivo con hash validable de forma independiente.
2. Dado que genero la exportacion Plan de adecuacion de una version aprobada especifica, cuando el archivo se genera, entonces incluye el numero de version, la fecha de aprobacion, y el listado completo de acciones con su fundamento (obligacion y articulo), Nivel de prioridad, Estado y Evidencia esperada.
3. Dado que genero cualquier exportacion del plan, cuando se produce el archivo, entonces incluye el texto de descargo Documento generado como borrador a partir de la informacion registrada. Requiere revision y aprobacion de su organizacion antes de usarse, y puede requerir validacion de asesoria legal especializada.
4. Dado que el servicio comun de EP-000 no puede verificar la integridad del archivo generado, cuando intento completar la exportacion, entonces el sistema no entrega el archivo como valido y me informa del error, en lugar de entregar un documento sin hash.
5. Dado que soy Auditor externo (invitado), cuando exporto el plan o su evidencia, entonces solo puedo hacerlo dentro de lo autorizado por mi invitacion, segun la seccion C.
6. Dado que soy Responsable de area (RRHH, Marketing, Operaciones, etc.), Responsable ARCO-POL / Responsable del tramite, Responsable de Seguridad / IT o Usuario de consulta / Colaborador, cuando busco exportar el plan, entonces el sistema no me ofrece esa opcion, porque segun la seccion C esos roles no tienen permiso de exportar.
7. Dado que se completa una exportacion del plan, cuando reviso el historial del modulo, entonces encuentro el evento registrado con el usuario, la fecha y el formato exportado.","- Reporte Plan de adecuacion: version historica congelada con hash de integridad, evidencia central de OBL-PLAZO-03 (seccion E, K, N, J).
- Toda exportacion queda registrada en el historial (usuario, fecha, formato) (seccion O).","5","R1","16","HU-005-07","EP-000","No","OBL-PLAZO-03","Plantilla de exportacion Plan de Cumplimiento (variables nombre_organizacion, fecha_generacion, numero_de_version, lista_de_acciones) con el texto de descargo estandar del banner general, validada por el equipo legal o de contenido","No","","MOD-005 seccion E, K, N, J"
"HU-006-01","Historia","EP-006","RAT y Mapa de Datos","MOD-006","Crear ficha de tratamiento en Borrador","Responsable de area (RRHH, Marketing, Operaciones, etc.)","Como Responsable de area (RRHH, Marketing, Operaciones, etc.), quiero crear una ficha nueva de actividad de tratamiento en estado Borrador indicando su nombre y el area responsable, para empezar a registrar en el RAT un tratamiento de datos personales que mi area ejecuta.","1. Dado que estoy creando una ficha nueva, cuando intento guardarla sin nombre ni area responsable, entonces el sistema bloquea el guardado porque ambos campos son obligatorios.
2. Dado que escribo un nombre de tratamiento de menos de 5 caracteres, cuando intento guardar la ficha, entonces el sistema rechaza el guardado y pide un nombre de al menos 5 caracteres.
3. Dado que ya existe una ficha con el mismo nombre en mi organizacion, cuando intento guardar una ficha nueva con ese mismo nombre, entonces el sistema rechaza el guardado por nombre duplicado.
4. Dado que selecciono el area responsable, cuando el area no existe en el catalogo de areas activas de MOD-001, entonces el sistema no me la ofrece como opcion.
5. Dado que completo un nombre y un area responsable validos, cuando guardo la ficha, entonces la ficha queda creada en estado Borrador y el sistema registra en el historial el evento ficha creada, con autor y fecha.
6. Dado que tengo el rol Responsable ARCO-POL, Auditor interno, Usuario de consulta o Titular, cuando intento crear una ficha de tratamiento, entonces el sistema deniega la accion.","- El nombre debe ser unico dentro de la organizacion y tener al menos 5 caracteres (seccion D.1).
- Solo Responsable de area, Legal/Compliance, Delegado y Administrador pueden crear una ficha (seccion C).
- La transicion (nuevo) a Borrador exige nombre y area responsable definidos (seccion F.2).","3","R1","7","","MOD-001","Si","OBL-DOC-02","","No","","MOD-006 secciones D.1 (Nombre del tratamiento, Area responsable), F.1 y F.2 (fila nuevo a Borrador), C (permisos)"
"HU-006-02","Historia","EP-006","RAT y Mapa de Datos","MOD-006","Completar los campos de Borrador y enviar la ficha a revision","Responsable de area (RRHH, Marketing, Operaciones, etc.)","Como Responsable de area (RRHH, Marketing, Operaciones, etc.), quiero completar la finalidad, las categorias de titulares, si incluye menores de edad y las categorias de datos tratados, y enviar la ficha a revision, para que Legal o el Delegado puedan revisar el tratamiento antes de que quede vigente.","1. Dado que la ficha esta en Borrador, cuando escribo una finalidad de menos de 15 caracteres o identica a la descripcion breve, entonces el sistema rechaza el campo y explica la regla.
2. Dado que la ficha esta en Borrador, cuando intento enviarla a revision sin marcar al menos una categoria de titulares, entonces el sistema bloquea el envio.
3. Dado que la ficha esta en Borrador, cuando intento enviarla a revision sin marcar al menos una categoria de datos tratados, entonces el sistema bloquea el envio y no permite continuar.
4. Dado que completo Incluye menores de edad y las demas categorias de titulares, categorias de datos y finalidad, cuando envio la ficha a revision, entonces el sistema cambia su estado de Borrador a En revision.
5. Dado que la ficha pasa a En revision, cuando la transicion se completa, entonces el sistema crea una tarea de revision para Legal/Compliance o el Delegado en MOD-021 y registra el evento en el historial.
6. Dado que soy Usuario de consulta o Titular, cuando intento enviar una ficha a revision, entonces el sistema deniega la accion porque no tengo permiso de edicion sobre la ficha.
7. Dado que la ficha ya esta en un estado distinto de Borrador, cuando intento aplicar de nuevo la transicion enviar a revision, entonces el sistema la rechaza porque esa transicion solo aplica desde Borrador.","- Finalidad minimo 15 caracteres y distinta de la descripcion breve (seccion D.1).
- Categorias de titulares y categorias de datos tratados exigen al menos una seleccion (seccion D.1).
- La transicion Borrador a En revision exige todos los campos marcados obligatorio desde Borrador completos (seccion F.2).","5","R1","8","HU-006-01","MOD-021","Si","OBL-DOC-02, OBL-TRAT-01, OBL-PRIN-02, OBL-SENS-01","","No","","MOD-006 D.1 (Finalidad, Categorias de titulares, Incluye menores de edad, Categorias de datos tratados), F.2 fila Borrador a En revision"
"HU-006-03","Historia","EP-006","RAT y Mapa de Datos","MOD-006","Marcar automaticamente como sensible una categoria de dato del catalogo cerrado","Responsable de area (RRHH, Marketing, Operaciones, etc.)","Como Responsable de area (RRHH, Marketing, Operaciones, etc.), quiero que el sistema marque en rojo y como Dato sensible cualquier categoria de datos que pertenezca al catalogo cerrado (union del Art. 4 lit. g y el Art. 59 lit. b), para darme cuenta de inmediato cuando el tratamiento activa el regimen reforzado de datos sensibles.","1. Dado que selecciono una categoria de dato de la lista cerrada de sensibles (por ejemplo Informacion biometrica o Salud fisica y mental), cuando guardo la ficha, entonces el sistema la marca visualmente en rojo y agrega la etiqueta Dato sensible visible en el listado del RAT.
2. Dado que una categoria pertenece al catalogo cerrado de sensibles, cuando intento guardarla como otros ordinarios para ocultarla, entonces el sistema rechaza ese cambio y la mantiene marcada como sensible.
3. Dado que el dato que quiero registrar no esta en ninguna de las categorias cerradas del catalogo, cuando marco la opcion otro dato sensible no listado, entonces el sistema muestra el texto: este dato no esta en el catalogo cerrado de categorias sensibles, requiere validacion de la organizacion o asesoria especializada antes de decidir si aplica el regimen reforzado.
4. Dado que marco Salud fisica y mental y el sector de la empresa registrado en MOD-001 es salud, cuando guardo la ficha, entonces el sistema muestra el aviso de revisar la Ley de Deberes y Derechos de los Pacientes con la nota de que requiere validacion de la organizacion o asesoria especializada.
5. Dado que marco Informacion biometrica, cuando guardo la ficha, entonces el sistema crea la tarea confirmar consentimiento escrito y alternativa no biometrica en MOD-021.
6. Dado que el campo de nacionalidad se declara como un atributo de tratamiento diferenciado y no solo como parte de un documento identificativo, cuando guardo la ficha, entonces el sistema pide confirmacion humana mostrando el texto: el sistema marco este dato como potencialmente sensible por su categoria, confirme con su organizacion si en este caso concreto aplica el regimen reforzado.
7. Dado que ninguna categoria de dato marcada pertenece al catalogo de sensibles, cuando guardo la ficha, entonces el sistema no agrega la etiqueta Dato sensible ni exige el analisis adicional.","- El catalogo de sensibles es la union cerrada del Art. 4 lit. g y el Art. 59 lit. b, y no se puede ocultar bajo otra categoria (seccion D.3 y D.4).
- El sistema no puede precalificar la clausula abierta otras informaciones intimas de similar naturaleza (seccion H).","3","R1","14","HU-006-02","MOD-021","No","OBL-SENS-01, OBL-SENS-04, OBL-SENS-06, OBL-SENS-08","Texto de ayuda de cada categoria del catalogo cerrado de datos sensibles (seccion D.4), validado por asesoria legal","No","","MOD-006 D.3, D.4, G.1, G.2, G.3, seccion H filas 2 y 6"
